# 3DO audio durations for Sherlock Serrated Scalpel talkie mode
# Format: filename duration_ms (space or tab separated)
# filename is without .stream extension
vol35ajb 11130
vol35zaa 3780
vol35zab 6950
vol35zba 5050
vol35zca 5920
vol35zcb 4320
vol35zda 5450
wgg39aaa 3200
wgg39aab 8480
wgg39aba 2940
wgg39abb 3880
wgg39abc 3120
wgg39abd 5920
wgg39aca 3640
wgg39acb 9680
wgg39acc 5560
wgg39ada 5090
wgg39adb 3780
wgg39adc 5890
wgg39add 3120
wgg39ade 4950
wgg39adf 5210
wgg39adg 5020
wgg39adh 4790
wgg39aea 3080
wgg39aeb 4350
wgg39aec 4680
wgg39aed 3600
wgg39afa 3150
wgg39afb 3010
wgg39afc 11320
wgg39afd 20830
wgg39afe 7560
wgg39uaa 4080
wgg39uab 19120
wgg39uac 8380
wgg39waa 4140
wgg39wab 4580
wgg39wac 10990
wgg39xaa 4680
wgg39xab 19090
wgg39xac 7650
woy25aaa 5380
woy25aab 7170
woy25aba 6010
woy25abb 6550
wrt29aaa 8320
wrt29aab 6770
wrt29aac 3850
wrt29aad 4980
wrt29aae 2790
wrt29aba 5920
wrt29abb 14230
wrt29aca 2910
wrt29acb 24260
wrt29ada 4180
wrt29adb 8320
wrt29aea 3920
wrt29aeb 14700
wrt29afa 3850
wrt29afb 4440
wrt29aga 8120
wrt29agb 4550
wrt29baa 2470
wrt29bab 24400
wrt29bba 2610
wrt29bbb 20790
wrt29bca 2910
wrt29bcb 20360
wrt29xaa 6840
wrt29xab 2720
wrt29xac 11930
wrt29xad 5420
wrt29yaa 6760
wrt29zaa 9420
wts01aaa 4410
wts01aab 4180
wts01aba 4010
wts01abb 7160
wts01aca 8250
wts01acb 5280
wts01acc 5850
wts01acd 3270
wts01ada 3050
wts01adb 3310
wts03aaa 10660
wts03aab 7650
wts03aba 7090
wts03abb 16200
wts03abc 6620
wts03aca 3380
wts03acb 16630
wts03yaa 7890
wts03zaa 4680
wts04aaa 5520
wts04aab 4180
wts04aba 4010
wts04abb 4650
wts04aca 3410
wts04acb 5420
wts04ada 4080
wts04adb 9490
wts04aea 5090
wts04aeb 6390
wts04zaa 2440
wts04zab 1620
wts04zba 2750
wts04zbb 3050
wts04zca 3080
wts04zcb 3200
wts04zda 2350
wts04zdb 3600
wts04zea 3240
wts04zeb 4180
wts05aaa 2750
wts05aab 9490
wts05aba 3150
wts05abb 7650
wts06aaa 3480
wts06aab 8120
wts06aca 3080
wts06acb 7280
wts06ada 5820
wts06adb 9680
wts07aaa 3520
wts07aab 6650
wts07aba 6620
wts07abb 8590
wts07aca 4180
wts07acb 4390
wts07ada 6110
wts07adb 6360
wts08aaa 7450
wts08aab 9060
wts08aac 9490
wts08aad 7210
wts08aba 6290
wts08abb 6720
wts08aca 8010
wts08acb 2800
wts08acc 7520
wts08vaa 8120
wts08vab 14560
wts08vac 8050
wts08vad 13100
wts08vae 11250
wts08vaf 7380
wts08waa 8190
wts08xaa 4610
wts08zaa 13100
wts09aaa 9960
wts09aab 15690
wts09aba 2750
wts09abb 13180
wts09aca 7350
wts09acb 5820
wts09ada 8720
wts09adb 8190
wts09adc 11790
wts09taa 6220
wts09yaa 2910
wts09yba 6910
wts09ybb 4980
wts09ybc 8950
wts09ybd 3880
wts09ybe 7780
wts09ybf 5890
wts09ybg 7170
wts09zaa 10150
wts09zab 9460
wts09zba 4910
wts09zbb 9960
wts10aaa 7560
wts10aab 8010
wts10aac 6690
wts10aba 7680
wts10abb 6980
wts10abc 2870
wts11aaa 2440
wts11aab 5310
wts11aba 3520
wts11abb 9860
wts12aaa 4880
wts12aab 3710
wts13aaa 5310
wts13aab 5120
wts13aca 2790
wts13acb 7980
wts13ada 6250
wts13adb 7520
wts13adc 8880
wts13add 5710
wts15aaa 8050
wts15aab 11490
